800,16,20,336
800,8,20,331
800,4,20,331
800,2,20,332
800,1,20,327
400,16,22,373
400,8,45,751
400,4,58,963
400,2,89,1476
400,1,200,3316
200,16,26,457
200,8,50,836
200,4,99,1774
200,2,183,3094
200,1,368,6666
100,16,35,665
100,8,72,1325
100,4,130,2222
100,2,225,4003
100,1,498,8948
50,16,35,646
50,8,74,1257
50,4,150,2715
50,2,264,4459
50,1,546,9217
25,16,158,3072
25,8,197,3265
25,4,250,5157
25,2,342,5708
25,1,545,9055
1,16,598,10259
1,8,599,9974
1,4,599,9774
1,2,599,9726
1,1,599,9635
